YEAR,NUMBER,QUESTION,ANSWER,pset,LABEL,dup_same_year,paired
RII2001,B05C,請問您就讀的學校是公立還是私立?,B05C,B05,教育：高中,Y,
RII2001,B05D,請問在這個階段，您有沒有拿到正式的文憑?,B05D,B05,教育：高中,Y,
RII2001,B05E,請問您是什麼時候畢業或肄業的?民國__年,B05E,B05,教育：高中,Y,
RII2001,B05F,請問您在這個教育階段後，緊接下來做什麼呢?,B05F,B05,教育：高中,Y,
RII2001,B06B,請問在這個階段，您主要是唸什麼樣的學校?,B06B,B06,教育：大專,Y,Y
RII2001,B06C,請問您就讀的學校是公立還是私立?,B06C,B06,教育：大專,Y,Y
RII2001,B06D,請問在這個階段，您有沒有拿到正式的文憑?,B06D,B06,教育：大專,Y,
RII2001,B06E,請問您是什麼時候畢業或肄業的?民國__年,B06E,B06,教育：大專,Y,
RII2001,B07C,請問您是什麼時候畢業或肄業的?民國__年,B07C,B07,教育：研究所,Y,Y
RII2001,B08B01,民國__年入伍,B08B01F,B08,兵役,Y,Y
RII2001,B08B02,民國__年退伍,B08B02F,B08,兵役,Y,
RII2001,C01A,請問從我們去年一月訪問到這次訪問的期間，您的工作情況有改變嗎?,C01A,C01,工作,Y,Y
RII2001,C03A01,您目前這份工作的行業,C03A01F,C03,工作,Y,Y
RII2001,C03A02,您目前這份工作的職業,C03A02F,C03,工作,Y,
RII2001,C07A02,每月平均約__元,C07A02F,C07,工作,Y,Y
RII2001,C07A04,每月平均約__元,C07A04F,C07,工作,Y,Y
RII2001,C07A06,每月平均約__元,C07A06F,C07,工作,Y,Y
RII2001,C07B,您這份工作平均每個月的總收入大約有多少?__元,C07B,C07,工作,Y,
RII2001,C08,在正常的情形下，您這份工作平均每週大約工作幾個小時?__小時,C08F,C08,工作,Y,Y
RII2001,C26A,請問從我們去年一月訪問到這次訪問的期間，您(先生/太太)的工作情況有改變嗎?,C26A,C26,配偶：工作,Y,
RII2001,C28A01,您(先生/太太)目前這份工作的行業,C28A01F,C28,配偶：工作,Y,Y
RII2001,C28A02,您(先生/太太)目前這份工作的職業,C28A02F,C28,配偶：工作,Y,Y
RII2001,C30,您(先生/太太)這份工作平均每個月的總收入大約有多少?__元,C30F,C30,配偶：工作,Y,Y
RII2001,C31,在正常的情形下，您(先生/太太)這份工作平均每週大約工作幾個小時?__小時,C31F,C31,配偶：工作,Y,Y
RII2001,D04Z02,您目前與已婚兒子__人同住,D04Z02F,D04,同住人口,Y,
RII2001,D04Z03,您目前與已婚女兒__人同住,D04Z03F,D04,同住人口,Y,
RII2001,D04Z04,您目前與未婚兒子__人同住,D04Z04F,D04,同住人口,Y,
RII2001,D04Z05,您目前與未婚女兒__人同住,D04Z05F,D04,同住人口,Y,
RII2001,D04Z08,您目前與父母__人同住,D04Z08F,D04,同住人口,Y,Y
RII2001,D04Z09,您目前與配偶父母__人同住,D04Z09F,D04,同住人口,Y,Y
RII2001,D04Z10,您目前與其他親屬__人同住,D04Z10F,D04,同住人口,Y,
RII2001,D04Z11,您目前與非親屬__人同住,D04Z11F,D04,同住人口,Y,Y
RII2001,D07D01,房間數:__房,D07D01F,D07,搬遷,Y,
RII2001,D07D02,房間數:__廳,D07D02F,D07,搬遷,Y,
RII2001,D11CC1,子女1:住處與您的距離多遠?,D11CC1F,D11,子女,Y,Y
RII2001,D11D01C1,子女1:你們之間去年的聯絡狀況每月打電話次數?不同住者,D11D01CA,D11,子女,Y,
RII2001,D11D02C1,子女1:你們之間去年的聯絡狀況每年見面次數?不同住者,D11D02CA,D11,子女,Y,
RII2001,D11CC2,子女2:住處與您的距離多遠?,D11CC2F,D11,子女,Y,Y
RII2001,D11D01C2,子女2:你們之間去年的聯絡狀況每月打電話次數?不同住者,D11D01CB,D11,子女,Y,
RII2001,D11D02C2,子女2:你們之間去年的聯絡狀況每年見面次數?不同住者,D11D02CB,D11,子女,Y,
RII2001,D11CC3,子女3:住處與您的距離多遠?,D11CC3F,D11,子女,Y,
RII2001,D11D01C3,子女3:你們之間去年的聯絡狀況每月打電話次數?不同住者,D11D01CC,D11,子女,Y,
RII2001,D11D02C3,子女3:你們之間去年的聯絡狀況每年見面次數?不同住者,D11D02CC,D11,子女,Y,
RII2001,D11CC4,子女4:住處與您的距離多遠?,D11CC4F,D11,子女,Y,
RII2001,D11D01C4,子女4:你們之間去年的聯絡狀況每月打電話次數?不同住者,D11D01CD,D11,子女,Y,
RII2001,D11D02C4,子女4:你們之間去年的聯絡狀況每年見面次數?不同住者,D11D02CD,D11,子女,Y,
RII2001,D11D01P1,父母:你們之間去年的聯絡狀況每月打電話次數?不同住者,D11D01PA,D11,子女,Y,
RII2001,D11D02P1,父母:你們之間去年的聯絡狀況每年見面次數?不同住者,D11D02PA,D11,子女,Y,
RII2001,D11D01P2,配偶父母:你們之間去年的聯絡狀況每月打電話次數?不同住者,D11D01PB,D11,子女,Y,
RII2001,D11D02P2,配偶父母:你們之間去年的聯絡狀況每年見面次數?不同住者,D11D02PB,D11,子女,Y,
RII2001,D12A01,請問過去一年來，您有沒有接受您的父母在一般生活費上的資助?,D12A01F,D12,家庭決策及收支,Y,
RII2001,D12A02,若有，平均每個月大約__元,D12A02F,D12,家庭決策及收支,Y,
RII2001,D12B01,請問過去一年來，您有沒有給您父母零用金，生活費或節慶紅包?,D12B01F,D12,家庭決策及收支,Y,
RII2001,D12B02,若有，平均每個月大約__元,D12B02F,D12,家庭決策及收支,Y,
RII2001,D13A01,請問過去一年來，您有沒有接受您配偶父母在一般生活費上的資助?,D13A01F,D13,家庭決策及收支,Y,
RII2001,D13A02,若有，平均每個月大約__元,D13A02F,D13,家庭決策及收支,Y,
RII2001,D13B01,請問過去一年來，您有沒有給您配偶父母零用金，生活費或節慶紅包?,D13B01F,D13,家庭決策及收支,Y,
RII2001,D13B02,若有，平均每個月大約__元,D13B02F,D13,家庭決策及收支,Y,
RII2001,G05A01,和您的配偶發生意見不合時，通常您會不說話,G05A01F,G05,婚姻狀況,Y,Y
RII2001,G05A02,和您的配偶發生意見不合時，通常您會批評對方,G05A02F,G05,婚姻狀況,Y,Y
RII2001,G05A03,和您的配偶發生意見不合時，通常您會發脾氣,G05A03F,G05,婚姻狀況,Y,Y
RII2001,G05A04,和您的配偶發生意見不合時，通常您會有肢體動作,G05A04F,G05,婚姻狀況,Y,Y
RII2001,G05A05,和您的配偶發生意見不合時，通常您會其他,G05A05F,G05,婚姻狀況,Y,Y
RII2001,G05B01,您和您的配偶發生意見不合時，通常您的配偶會不說話,G05B01F,G05,婚姻狀況,Y,
RII2001,G05B02,您和您的配偶發生意見不合時，通常您的配偶會批評對方,G05B02F,G05,婚姻狀況,Y,
RII2001,G05B03,您和您的配偶發生意見不合時，通常您的配偶會發脾氣,G05B03F,G05,婚姻狀況,Y,
RII2001,G05B04,您和您的配偶發生意見不合時，通常您的配偶會有肢體動作,G05B04F,G05,婚姻狀況,Y,Y
RII2001,G05B05,您和您的配偶發生意見不合時，通常您的配偶會其他,G05B05F,G05,婚姻狀況,Y,
RII2001,G06Z02,您和您的配偶發生意見不合後，通常彼此不說話,G06Z02F,G06,婚姻狀況,Y,
RIII&RIV2002,A03A,請問從我們去年一月訪問到這次訪問的期間，您的工作情況有改變嗎?,A03A,A03,工作,Y,
RIII&RIV2002,A03B01,如果您繼續從事去年的工作，請問您的職位有改變嗎?,A03B01F,A03,工作,Y,Y
RIII&RIV2002,A03B02,如果您繼續從事去年的工作，請問您的工作地點有改變嗎?,A03B02F,A03,工作,Y,Y
RIII&RIV2002,A03B03,如果您繼續從事去年的工作，請問您的工作內容有改變嗎?,A03B03F,A03,工作,Y,Y
RIII&RIV2002,A04A,請問您是否自願離開原來的工作單位?,A04A,A04,工作,Y,Y
RIII&RIV2002,A04B,請問您自願離開原來工作單位的原因是什麼?,A04B,A04,工作,Y,Y
RIII&RIV2002,A04C,請問您非自願離開原來工作單位的原因是什麼?,A04C,A04,工作,Y,
RIII&RIV2002,A05A01,您這份工作的行業,A05A01F,A05,工作,Y,
RIII&RIV2002,A05A02,您這份工作的職業,A05A02F,A05,工作,Y,
RIII&RIV2002,A05C,您這份工作的公司約有多少位員工?,A05C,A05,工作,Y,
RIII&RIV2002,A06B,平常您每天上下班總共需要多少交通時間?約__分鐘,A06B,A06,工作,Y,
RIII&RIV2002,A08B,您這份工作平均每個月的總收入大約有多少?__元,A08B,A08,工作,Y,
RIII&RIV2002,A09,在正常的情形下，您這份工作平均每週大約工作幾個小時?__小時,A09F,A09,工作,Y,
RIII&RIV2002,A11A01,您這份兼差的行業,A11A01F,A11,工作,Y,
RIII&RIV2002,A11A02,您這份兼差的職業,A11A02F,A11,工作,Y,
RIII&RIV2002,A11D,在正常的情形下，您這份兼差平均每週大約工作幾個小時?__小時,A11D,A11,工作,Y,
RIII&RIV2002,A13A01,請問您過去這一個月之內有沒有在找工作?,A13A01F,A13,工作,Y,
RIII&RIV2002,A13A02,請問您過去這一個月之內有沒有在找工作?若有，到目前為止已找了__月,A13A02F,A13,工作,Y,
RIII&RIV2002,A13A03,請問您過去這一個月之內有沒有在找工作?若有，到目前為止已找了__週,A13A03F,A13,工作,Y,
RIII&RIV2002,A19A,請問從我們去年一月訪問到這次訪問的期間，您(先生/太太)的工作情況有改變嗎?,A19A,A19,配偶：工作,Y,Y
RIII&RIV2002,A19B01,如果您(先生/太太)繼續從事去年的工作，請問您(先生/太太)的職位有改變嗎?,A19B01F,A19,配偶：工作,Y,Y
RIII&RIV2002,A19B02,如果您(先生/太太)繼續從事去年的工作，請問您(先生/太太)的工作地點有改變嗎?,A19B02F,A19,配偶：工作,Y,Y
RIII&RIV2002,A19B03,如果您(先生/太太)繼續從事去年的工作，請問您(先生/太太)的工作內容有改變嗎?,A19B03F,A19,配偶：工作,Y,Y
RIII&RIV2002,A20A,請問您(先生/太太)是否自願離開原來的工作單位?,A20A,A20,配偶：工作,Y,Y
RIII&RIV2002,A20B,請問您(先生/太太)自願離開原來工作單位的原因是什麼?,A20B,A20,配偶：工作,Y,Y
RIII&RIV2002,A20C,請問您(先生/太太)非自願離開原來工作單位的原因是什麼?,A20C,A20,配偶：工作,Y,Y
RIII&RIV2002,A21A01,您(先生/太太)這份工作的行業,A21A01F,A21,配偶：工作,Y,
RIII&RIV2002,A21A02,您(先生/太太)這份工作的職業,A21A02F,A21,配偶：工作,Y,Y
RIII&RIV2002,A21C,您(先生/太太)這份工作的公司約有多少位員工?,A21C,A21,配偶：工作,Y,Y
RIII&RIV2002,A22B,平常您(先生/太太)每天上下班總共需要多少交通時間?約__分鐘,A22B,A22,配偶：工作,Y,Y
RIII&RIV2002,A24,您(先生/太太)這份工作平均每個月的總收入大約有多少?__元,A24F,A24,配偶：工作,Y,
RIII&RIV2002,A27A01,請問您(先生/太太)過去這一個月之內有沒有在找工作?,A27A01F,A27,配偶：工作,Y,Y
RIII&RIV2002,A27A02,請問您(先生/太太)過去這一個月之內有沒有在找工作?若有，到目前為止已找了__月,A27A02F,A27,配偶：工作,Y,Y
RIII&RIV2002,A27A03,請問您(先生/太太)過去這一個月之內有沒有在找工作?若有，到目前為止已找了__週,A27A03F,A27,配偶：工作,Y,Y
RIII&RIV2002,B02A01,第一個最主要的受訓經驗:受訓(或進修)內容是否和若不受訓(或進修)，則無法開始工作有關,B02A01F,B02,工作：訓練及證照,Y,Y
RIII&RIV2002,B02A02,第一個最主要的受訓經驗:受訓(或進修)內容是否和若不受訓(或進修)，則無法升等有關,B02A02F,B02,工作：訓練及證照,Y,Y
RIII&RIV2002,B02A03,第一個最主要的受訓經驗:受訓(或進修)內容是否和受訓(或進修)對升遷或加薪等工作事項有幫助有關,B02A03F,B02,工作：訓練及證照,Y,Y
RIII&RIV2002,B02A05,第一個最主要的受訓經驗:受訓(或進修)內容是否和受訓(或進修)對再就業有幫助有關,B02A05F,B02,工作：訓練及證照,Y,
RIII&RIV2002,B02B,第一個最主要的受訓經驗:請問您受訓(或進修)內容大致屬於何種領域?,B02B,B02,工作：訓練及證照,Y,Y
RIII&RIV2002,B02E01,第一個最主要的受訓經驗:總受訓(或進修)時間每週約__小時,B02E01F,B02,工作：訓練及證照,Y,
RIII&RIV2002,B02E02,第一個最主要的受訓經驗:總受訓(或進修)時間，共__週,B02E02F,B02,工作：訓練及證照,Y,Y
RIII&RIV2002,B02G01,第一個最主要的受訓經驗:是否為自付費用?,B02G01F,B02,工作：訓練及證照,Y,
RIII&RIV2002,B02G02,第一個最主要的受訓經驗:是否為自付費用?若是，費用的金額,B02G02F,B02,工作：訓練及證照,Y,Y
RIII&RIV2002,B03A01,第二個最主要的受訓經驗:受訓(或進修)內容是否和若不受訓(或進修)，則無法開始工作有關,B03A01F,B03,工作：訓練及證照,Y,Y
RIII&RIV2002,B03A02,第二個最主要的受訓經驗:受訓(或進修)內容是否和若不受訓(或進修)，則無法升等有關,B03A02F,B03,工作：訓練及證照,Y,
RIII&RIV2002,B03A03,第二個最主要的受訓經驗:受訓(或進修)內容是否和受訓(或進修)對升遷或加薪等工作事項有幫助有關,B03A03F,B03,工作：訓練及證照,Y,Y
RIII&RIV2002,B03A05,第二個最主要的受訓經驗:受訓(或進修)內容是否和受訓(或進修)對再就業有幫助有關,B03A05F,B03,工作：訓練及證照,Y,Y
RIII&RIV2002,B03B,第二個最主要的受訓經驗:請問您受訓(或進修)內容大致屬於何種領域?,B03B,B03,工作：訓練及證照,Y,Y
RIII&RIV2002,B03C,第二個最主要的受訓經驗:請問您受訓機構是否為工作單位所屬之機構?,B03C,B03,工作：訓練及證照,Y,Y
RIII&RIV2002,B03E01,第二個最主要的受訓經驗:總受訓(或進修)時間每週約__小時,B03E01F,B03,工作：訓練及證照,Y,
RIII&RIV2002,B03E02,第二個最主要的受訓經驗:總受訓(或進修)時間，共__週,B03E02F,B03,工作：訓練及證照,Y,Y
RIII&RIV2002,B03G01,第二個最主要的受訓經驗:是否為自付費用?,B03G01F,B03,工作：訓練及證照,Y,Y
RIII&RIV2002,B03G02,第二個最主要的受訓經驗:是否為自付費用?若是，費用的金額,B03G02F,B03,工作：訓練及證照,Y,Y
RIII&RIV2002,B04A03,第三個最主要的受訓經驗:受訓(或進修)內容是否和受訓(或進修)對升遷或加薪等工作事項有幫助有關,B04A03F,B04,工作：訓練及證照,Y,Y
RIII&RIV2002,B04A05,第三個最主要的受訓經驗:受訓(或進修)內容是否和受訓(或進修)對再就業有幫助有關,B04A05F,B04,工作：訓練及證照,Y,Y
RIII&RIV2002,B04C,第三個最主要的受訓經驗:請問您受訓機構是否為工作單位所屬之機構?,B04C,B04,工作：訓練及證照,Y,Y
RIII&RIV2002,B04E01,第三個最主要的受訓經驗:總受訓(或進修)時間每週約__小時,B04E01F,B04,工作：訓練及證照,Y,
RIII&RIV2002,B04E02,第三個最主要的受訓經驗:總受訓(或進修)時間，共__週,B04E02F,B04,工作：訓練及證照,Y,
RIII&RIV2002,B04G01,第三個最主要的受訓經驗:是否為自付費用?,B04G01F,B04,工作：訓練及證照,Y,Y
RIII&RIV2002,B04G02,第三個最主要的受訓經驗:是否為自付費用?若是，費用的金額,B04G02F,B04,工作：訓練及證照,Y,Y
RIII&RIV2002,C04Z02,請問你目前與已婚兒子__人同住,C04Z02F,C04,同住人口,Y,
RIII&RIV2002,C04Z03,請問你目前與已婚女兒__人同住,C04Z03F,C04,同住人口,Y,Y
RIII&RIV2002,C04Z04,請問你目前與未婚兒子__人同住,C04Z04F,C04,同住人口,Y,
RIII&RIV2002,C04Z05,請問你目前與未婚女兒__人同住,C04Z05F,C04,同住人口,Y,
RIII&RIV2002,C04Z08,請問你目前與父母__人同住,C04Z08F,C04,同住人口,Y,Y
RIII&RIV2002,C04Z09,請問你目前與配偶父母__人同住,C04Z09F,C04,同住人口,Y,Y
RIII&RIV2002,C04Z10,請問你目前與其他親屬__人同住,C04Z10F,C04,同住人口,Y,Y
RIII&RIV2002,C04Z11,請問你目前與非親屬__人同住,C04Z11F,C04,同住人口,Y,Y
RIII&RIV2002,C08C01,您現在住宅的狀況:房屋建坪多大?__坪,C08C01F,C08,居住,Y,Y
RIII&RIV2002,C08C02,您現在住宅的狀況:房屋建坪多大?庭院__坪,C08C02F,C08,居住,Y,Y
RIII&RIV2002,C08D01,您現在住宅的狀況:房間數多少?__房,C08D01F,C08,居住,Y,Y
RIII&RIV2002,C08D02,您現在住宅的狀況:房間數多少?__廳,C08D02F,C08,居住,Y,Y
RIII&RIV2002,C13BC1,(子女1)去年到現在有否搬家,C13BC1F,C13,子女,Y,
RIII&RIV2002,C13CC1,(子女1)住處與您的距離多遠?,C13CC1F,C13,子女,Y,Y
RIII&RIV2002,C13D01C1,若(子女1)不與受訪者同住，你們之間去年的聯絡狀況為每月打電話次數?,C13D01C1F,C13,子女,Y,Y
RIII&RIV2002,C13D02C1,若(子女1)不與受訪者同住，你們之間去年的聯絡狀況為每年見面次數?,C13D02C1F,C13,子女,Y,Y
RIII&RIV2002,C13BC2,(子女2)去年到現在有否搬家,C13BC2F,C13,子女,Y,Y
RIII&RIV2002,C13CC2,(子女2)住處與您的距離多遠?,C13CC2F,C13,子女,Y,
RIII&RIV2002,C13D01C2,若(子女2)不與受訪者同住，你們之間去年的聯絡狀況為每月打電話次數?,C13D01C2F,C13,子女,Y,Y
RIII&RIV2002,C13D02C2,若(子女2)不與受訪者同住，你們之間去年的聯絡狀況為每年見面次數?,C13D02C2F,C13,子女,Y,Y
RIII&RIV2002,C13BC3,(子女3)去年到現在有否搬家,C13BC3F,C13,子女,Y,Y
RIII&RIV2002,C13CC3,(子女3)住處與您的距離多遠?,C13CC3F,C13,子女,Y,
RIII&RIV2002,C13D01C3,若(子女3)不與受訪者同住，你們之間去年的聯絡狀況為每月打電話次數?,C13D01C3F,C13,子女,Y,Y
RIII&RIV2002,C13D02C3,若(子女3)不與受訪者同住，你們之間去年的聯絡狀況為每年見面次數?,C13D02C3F,C13,子女,Y,Y
RIII&RIV2002,C13BC4,(子女4)去年到現在有否搬家,C13BC4F,C13,子女,Y,Y
RIII&RIV2002,C13CC4,(子女4)住處與您的距離多遠?,C13CC4F,C13,子女,Y,Y
RIII&RIV2002,C13D01C4,若(子女4)不與受訪者同住，你們之間去年的聯絡狀況為每月打電話次數?,C13D01C4F,C13,子女,Y,Y
RIII&RIV2002,C13D02C4,若(子女4)不與受訪者同住，你們之間去年的聯絡狀況為每年見面次數?,C13D02C4F,C13,子女,Y,Y
RIII&RIV2002,C13BP1,(父母)去年到現在有否搬家,C13BP1F,C13,子女,Y,Y
RIII&RIV2002,C13CP1,(父母)住處與您的距離多遠?,C13CP1F,C13,子女,Y,
RIII&RIV2002,C13D01P1,若(父母)不與受訪者同住，你們之間去年的聯絡狀況為每月打電話次數?,C13D01P1F,C13,子女,Y,
RIII&RIV2002,C13D02P1,若(父母)不與受訪者同住，你們之間去年的聯絡狀況為每年見面次數?,C13D02P1F,C13,子女,Y,
RIII&RIV2002,C13BP2,(配偶父母)去年到現在有否搬家,C13BP2F,C13,子女,Y,
RIII&RIV2002,C13CP2,(配偶父母)住處與您的距離多遠?,C13CP2F,C13,子女,Y,
RIII&RIV2002,C13D01P2,若(配偶父母)不與受訪者同住，你們之間去年的聯絡狀況為  每月打電話次數?,C13D01P2F,C13,子女,Y,
RIII&RIV2002,C13D02P2,若(配偶父母)不與受訪者同住，你們之間去年的聯絡狀況為每年見面次數?,C13D02P2F,C13,子女,Y,
RIII&RIV2002,C14A01,請問過去一年來，您與您配偶有沒有接受您的父母在一般生活費上的資助?,C14A01F,C14,親戚往來,Y,
RIII&RIV2002,C14A02,請問過去一年來，您與您配偶有沒有接受您的父母在一般生活費上的資助?若有，平均每個月大約__元,C14A02F,C14,親戚往來,Y,
RIII&RIV2002,C14B01,請問過去一年來，您與您配偶有沒有給您父母零用金，生活費或節慶紅包?,C14B01F,C14,親戚往來,Y,
RIII&RIV2002,C14B02,請問過去一年來，您與您配偶有沒有給您父母零用金，生活費或節慶紅包?若有，平均每個月大約__元,C14B02F,C14,親戚往來,Y,
RIII&RIV2002,C14C01,在去年之中，請問您的父母是否曾經獲得退休金收入?,C14C01F,C14,親戚往來,Y,
RIII&RIV2002,C14C02,在去年之中，請問您的父母是否曾經獲得政府社會福利補助收入?,C14C02F,C14,親戚往來,Y,
RIII&RIV2002,C14D01,請問您的父母與配偶同住?,C14D01F,C14,親戚往來,Y,
RIII&RIV2002,C14D02,請問您的父母與已婚兒子同住?,C14D02F,C14,親戚往來,Y,
RIII&RIV2002,C14D03,請問您的父母與已婚女兒同住?,C14D03F,C14,親戚往來,Y,
RIII&RIV2002,C14D04,請問您的父母與未婚子女同住?,C14D04F,C14,親戚往來,Y,
RIII&RIV2002,C14D05,請問您的父母與兄弟姊妹同住?,C14D05F,C14,親戚往來,Y,
RIII&RIV2002,C14D06,請問您的父母與其他親戚同住?,C14D06F,C14,親戚往來,Y,
RIII&RIV2002,C14D10,請問您的父母與其他人同住?,C14D10F,C14,親戚往來,Y,
RIII&RIV2002,C15Z01,在去年之中，您的家庭是否曾經從兄弟姊妹得到資助或貸款?,C15Z01F,C15,親戚往來,Y,Y
RIII&RIV2002,C15Z02,在去年之中，您的家庭是否曾經從配偶的兄弟姊妹得到資助或貸款?,C15Z02F,C15,親戚往來,Y,Y
RIII&RIV2002,C15Z03,在去年之中，您的家庭是否曾經從其他親戚得到資助或貸款?,C15Z03F,C15,親戚往來,Y,Y
RIII&RIV2002,C16A01,請問過去一年來，您與您配偶有沒有接受您配偶父母在一般生活費上的資助?,C16A01F,C16,親戚往來,Y,
RIII&RIV2002,C16A02,請問過去一年來，您與您配偶有沒有接受您配偶父母在一般生活費上的資助?若有，平均每個月大約__元,C16A02F,C16,親戚往來,Y,Y
RIII&RIV2002,C16B01,請問過去一年來，您與您配偶有沒有給您配偶父母零用金，生活費或節慶紅包?,C16B01F,C16,親戚往來,Y,
RIII&RIV2002,C16B02,請問過去一年來，您與您配偶有沒有給您配偶父母零用金，生活費或節慶紅包?若有，平均每個月大約__元,C16B02F,C16,親戚往來,Y,Y
