YEAR,NUMBER,QUESTION,ANSWER,pset,LABEL,dup_same_year,paired
RII2000,b10,請問您什麼時候結婚(指第一次婚姻)?民國 _ 年,b10f,b10,婚姻狀況,,Y
RII2000,b11,請問您什麼時候有第一個小孩? 民國 _ 年,b11f,b11,子女,,Y
RII2000,b12a,請問您什麼時候第一次買自己的房子? 民國  _年,b12a,b12,家庭決策及收支,,NOT FOUND
RII2000,b12b01,請問當時您買房子的錢主要來自何處?,b12b01f,b12,家庭決策及收支,Y,NOT FOUND
RII2000,b12b02,請問當時您買房子的錢主要來自何處?,b12b02f,b12,家庭決策及收支,Y,NOT FOUND
RII2000,b13a,請問到目前為止，您有沒有參加過任何職業訓練課程?,b13a,b13,教育：高中,,Y
RII2000,b13b,請問您有沒有高(普)考合格證書?,b13b,b13,教育：高中,,Y
RII2000,b13c,請問您有沒有經由考試或通過正式檢定，而取得任何職業或技術執照?,b13c,b13,教育：高中,,Y
RII2000,b14a,請問您曾經自己創業(當老闆)過嗎?,b14a,b14,工作,,GPT
RII2000,b14b,如果有，那是什麼時候的事(指第一次創業)?民國__年,b14b,b14,工作,,GPT
RII2000,b14c,當時是做那一種事業,b14c,b14,工作,,GPT
RII2000,b14d,當時的創業資金主要來自何處?,b14d,b14,工作,,GPT
RII2000,b14e,當時一共有幾名員工?__名,b14e,b14,工作,,GPT
RII2000,b14f,這個事業目前還在進行嗎?,b14f,b14,工作,,GPT
RII2000,b14g,目前一共有幾名員工__名,b14g,b14,工作,,GPT
RII2000,b14h,如果該事業已經結束的話，請問那是什麼時候的事?民國_ 年,b14h,b14,工作,,GPT
RII2000,c01,請問您目前有沒有工作?,c01f,c01,工作,,Y
RII2000,c02,請問您目前沒有工作的原因是什麼?,c02f,c02,工作,,GPT
RII2000,c03a01,您這份工作的行業,c03a01f,c03,工作,Y,GPT
RII2000,c03a02,您這份工作的職業,c03a02f,c03,工作,Y,GPT
RII2000,c03b,您是在為誰工作?,c03b,c03,工作,,GPT
RII2000,c04,您這份工作的公司約有多少位員工?,c04f,c04,工作,,Y
RII2000,c05z01,您這份工作的地點是在哪裡?,c05z01f,c05,工作,,NOT FOUND
RII2000,c05z02,工作地點之地區碼,c05z02f,c05,工作,,NOT FOUND
RII2000,c06a01,按小時，按月等方式定期領薪水,c06a01f,c06,工作,,GPT
RII2000,c06a02,每月平均約__元,c06a02f,c06,工作,Y,GPT
RII2000,c06a03,業績獎金，分紅等不固定的收入,c06a03f,c06,工作,,GPT
RII2000,c06a04,每月平均約__元,c06a04f,c06,工作,Y,GPT
RII2000,c06a05,其他來源,c06a05f,c06,工作,,GPT
RII2000,c06a06,每月平均約__元,c06a06f,c06,工作,Y,GPT
RII2000,c06b,您這份工作平均每個月的總收入大約有多少?__元,c06b,c06,工作,Y,GPT
RII2000,c07,在正常的情形下，您這份工作平均每週大約工作幾個小時?__小時,c07f,c07,工作,Y,GPT
RII2000,c08z01,您這份工作大約做了多久?,c08z01f,c08,工作,,GPT
RII2000,c08z02,約做了__年,c08z02f,c08,工作,,GPT
RII2000,c08z03,__個月,c08z03f,c08,工作,,GPT
RII2000,c09,您覺得目前的工作在未來的一年之內穩定嗎?,c09f,c09,工作,,Y
RII2000,c10,平常您每天上下班總共需要多少交通時間?約__分鐘,c10f,c10,工作,,Y
RII2000,c11,您在做這份工作時，是否會用到電腦?,c11f,c11,工作,,Y
RII2000,c12z01,您現在工作機構有沒有提供除健保外之醫療、意外或人壽保險福利給像您?o個職位的員工?,c12z01f,c12,工作,,GPT
RII2000,c12z02,您現在工作機構有沒有提供低利貸款或優惠存款福利給像您這個職位的員?u?,c12z02f,c12,工作,,GPT
RII2000,c12z03,您現在工作機構有沒有提供宿舍或房屋津貼福利給像您這個職位的員工?,c12z03f,c12,工作,,GPT
RII2000,c12z04,您現在工作機構有沒有提供退休金福利給像您這個職位的員工?,c12z04f,c12,工作,,GPT
RII2000,c12z05,您現在工作機構有沒有提供小孩的學雜費補助福利給像您這個職位的員工?,c12z05f,c12,工作,,GPT
RII2000,c12z06,您現在工作機構有沒有提供提供在職訓練課程或進修福利給像您這個職位?滬工?,c12z06f,c12,工作,,GPT
RII2000,c13z01,與同樣職位的男性員工比較起來，女性員工的薪水較少,c13z01f,c13,工作,,GPT
RII2000,c13z02,女性員工在昇遷時較為困難,c13z02f,c13,工作,,GPT
RII2000,c13z03,女性員工可能因為懷孕或結婚而被解僱，調職或影響升遷,c13z03f,c13,工作,,GPT
RII2000,c14z01,您現在所做的工作，是否容易得到慢性疾病(如因噪音使聽力受損、因灰塵?l多造成肺部問題),c14z01f,c14,工作,,GPT
RII2000,c14z02,您現在所做的工作，是否具有危險性或容易受傷,c14z02f,c14,工作,,GPT
RII2000,c14z03,您現在所做的工作，是否工作壓力太大,c14z03f,c14,工作,,GPT
RII2000,c15,從我們去年1月訪問到這次訪問的期間內，您總共做過幾份工作?  份,c15f,c15,工作,,NOT FOUND
RII2000,c16z01,請問您過去這一個月之內有沒有在找工作?,c16z01f,c16,工作,,GPT
RII2000,c16z02,若有，到目前為止已找了__週,c16z02f,c16,工作,,GPT
RII2000,c17,您希望找的是什麼樣的工作?,c17f,c17,工作,,Y
RII2000,c18z01,您用什麼方法找尋工作?家人介紹,c18z01f,c18,工作,Y,GPT
RII2000,c18z02,您用什麼方法找尋工作?親戚介紹,c18z02f,c18,工作,Y,GPT
RII2000,c18z03,您用什麼方法找尋工作?同鄉介紹,c18z03f,c18,工作,,GPT
RII2000,c18z04,您用什麼方法找尋工作?朋友介紹,c18z04f,c18,工作,,GPT
RII2000,c18z05,您用什麼方法找尋工作?老師介紹,c18z05f,c18,工作,,GPT
RII2000,c18z06,您用什麼方法找尋工作?向公私之就業服務機構求職,c18z06f,c18,工作,,GPT
RII2000,c18z07,您用什麼方法找尋工作?看徵才啟事,c18z07f,c18,工作,Y,GPT
RII2000,c18z08,您用什麼方法找尋工作?自己去找,c18z08f,c18,工作,Y,GPT
RII2000,c18z09,您用什麼方法找尋工作?其他,c18z09f,c18,工作,Y,GPT
RII2000,c19,請問您(先生/太太)目前有沒有工作?,c19f,c19,工作,,GPT
RII2000,c20,請問您(先生/太太)目前沒有工作的原因是什麼?,c20f,c20,工作,,Y
RII2000,c21a01,您(先生/太太)這份工作的行業,c21a01f,c21,工作,Y,GPT
RII2000,c21a02,您(先生/太太)這份工作的職業,c21a02f,c21,工作,Y,GPT
RII2000,c21b,您(先生/太太)是在為誰工作?,c21b,c21,工作,,GPT
RII2000,c22,您(先生/太太)這份工作平均每個月的總收入大約有多少?__元,c22f,c22,工作,Y,GPT
RII2000,c23,在正常的情形下，您(先生/太太)這份工作平均每週大約工作幾個小時?___小時,c23f,c23,工作,Y,GPT
RII2000,d01,請問您在未來有沒有移民到其他國家的打算?,d01f,d01,移民,,Y
RII2000,d02,您打算移民的主要因是什麼?,d02f,d02,移民,,Y
RII2000,d03z01,您有沒有親人定居住在其他國家？父母或配偶父母,d03z01f,d03,親戚往來,,Y
RII2000,d03z02,您有沒有親人定居住在其他國家?子女,d03z02f,d03,親戚往來,,Y
RII2000,d03z03,您有沒有親人定居住在其他國家?兄弟姐妹或配偶的兄弟姐妹,d03z03f,d03,親戚往來,,Y
RII2000,d03z04,您有沒有親人定居住在其他國家?其他親人,d03z04f,d03,親戚往來,,Y
RII2000,e01a,在去年之中，請問您平均每週大約花多少時間作家務工作?__小時,e01a,e01,家務分工,,Y
RII2000,e01b,請問您的配偶平均每週大約花多少時間作家務工作?__小時,e01b,e01,家務分工,,Y
RII2000,e02a,在過去一年裡，您家中每個月的房屋貸款支出平均每月__元,e02a,e02,家庭決策及收支,,GPT
RII2000,e02b,在過去一年裡，您家中每個月的標會支出平均每月__元,e02b,e02,家庭決策及收支,,GPT
RII2000,e02c,在過去一年裡，您家中每個月的保姆或幫傭支出平均每月__元,e02c,e02,家庭決策及收支,,GPT
RII2000,e02d,在過去一年裡，您家中每個月的飲食支出__元,e02d,e02,家庭決策及收支,,GPT
RII2000,e02e01,在其他費用方面，下列哪一項所佔的支出最多?,e02e01f,e02,家庭決策及收支,,GPT
RII2000,e02e02,此項目在上個學年/去年，總計約__元,e02e02f,e02,家庭決策及收支,,GPT
RII2000,e03,您家中去年的人壽或商業醫療保險平均約__元,e03f,e03,家庭決策及收支,,NOT FOUND
RII2000,f02,在過去的一年中，您是否有新添的小孩?,f02f,f02,子女,,Y
RII2000,f03,他/她是男孩還是女孩?,f03f,f03,子女,,Y
RII2000,f04,您(或您的配偶)有沒有打算在未來(再)生一個小孩?,f04f,f04,子女,,Y
RII2000,f05,您(或您的配偶)希望這個小孩是男孩還是女孩?,f05f,f05,子女,,GPT
RII2000,f06,您覺得您的父母(或是配偶父母)有沒有給您(或您的配偶)生男孩的壓力?,f06f,f06,父母,,GPT
RII2000,g01,您平均一天大約有多少時間和子女相處?,g01f,g01,子女,,Y
RII2000,g02,您和您子女在一起時，最常做那些事?,g02f,g02,子女,,Y
RII2000,g03a,您與配偶的感情(1分代表感情非常不好，5分代表感情非常好),g03a,g03,子女,,Y
RII2000,g03b,您與女兒的感情(1分代表感情非常不好，5分代表感情非常好),g03b,g03,子女,,Y
RII2000,g03c,您與兒子的感情(1分代表感情非常不好，5分代表感情非常好),g03c,g03,子女,,Y
RII2000,g04a,您和您的配偶曾為家務分工發生意見不合嗎?,g04a,g04,家庭決策及收支,,GPT
RII2000,g04b,您和您的配偶曾為子女管教發生意見不合嗎?,g04b,g04,家庭決策及收支,,GPT
RII2000,g04c,您和您的配偶曾為財務問題發生意見不合嗎?,g04c,g04,家庭決策及收支,,GPT
RII2000,g04d,您和您的配偶曾為家族事務發生意見不合嗎?,g04d,g04,家庭決策及收支,,GPT
RII2000,g04e,您和您的配偶曾為感情問題發生意見不合嗎?,g04e,g04,家庭決策及收支,,GPT
RII2000,g05a01,和您的配偶發生意見不合時，通常您會不說話,g05a01f,g05,家庭決策及收支,Y,GPT
RII2000,g05a02,和您的配偶發生意見不合時，通常您會批評對方,g05a02f,g05,家庭決策及收支,Y,GPT
RII2000,g05a03,和您的配偶發生意見不合時，通常您會發脾氣,g05a03f,g05,家庭決策及收支,Y,GPT
RII2000,g05a04,和您的配偶發生意見不合時，通常您會有肢體動作(動手動腳),g05a04f,g05,家庭決策及收支,Y,GPT
RII2000,g05a05,和您的配偶發生意見不合時，通常您會其他,g05a05f,g05,家庭決策及收支,Y,GPT
RII2000,g05b01,和您的配偶發生意見不合時，通常您的配偶會不說話,g05b01f,g05,家庭決策及收支,Y,GPT
RII2000,g05b02,和您的配偶發生意見不合時，通常您的配偶會批評對方,g05b02f,g05,家庭決策及收支,Y,GPT
RII2000,g05b03,和您的配偶發生意見不合時，通常您的配偶會發脾氣,g05b03f,g05,家庭決策及收支,Y,GPT
RII2000,g05b04,和您的配偶發生意見不合時，通常您的配偶會有肢體動作(動手動腳),g05b04f,g05,家庭決策及收支,Y,GPT
RII2000,g05b05,和您的配偶發生意見不合時，通常您的配偶會其他,g05b05f,g05,家庭決策及收支,Y,GPT
RII2000,g06z01,您和您的配偶發生意見不合後，通常會當場和好,g06z01f,g06,家庭決策及收支,,GPT
RII2000,g06z02,您和您的配偶發生意見不合後，通常會彼此不說話,g06z02f,g06,家庭決策及收支,Y,GPT
RII2000,g06z03,您和您的配偶發生意見不合後，通常會生氣過後就沒事了,g06z03f,g06,家庭決策及收支,,GPT
RII2000,g06z04,您和您的配偶發生意見不合後，通常會事後再討論,g06z04f,g06,家庭決策及收支,,GPT
RII2000,g06z05,您和您的配偶發生意見不合後，通常會由第三者撮和,g06z05f,g06,家庭決策及收支,Y,GPT
RII2000,g06z06,您和您的配偶發生意見不合後，通常會其他,g06z06f,g06,家庭決策及收支,Y,GPT
RII2000,g07,您和您的配偶發生爭吵時，子女也在場嗎?,g07f,g07,家庭決策及收支,,Y
RII2000,g08,您認為夫妻爭吵對孩子影響大不大?,g08f,g08,態度與價值觀,,Y
RII2000,g09,除了看電視外，您和您配偶在一起時，最常做那些活動?,g09f,g09,態度與價值觀,,Y
RII2000,h01,請問你本人目前是否有自己的經常性收入(包括薪水，做生意收入，利息或房租收入，政府津貼或保險給付)?,h01f,h01,家庭決策及收支,,GPT
RII2000,h01a,通常你是如何處理這些收入的?,h01a,h01,家庭決策及收支,,GPT
RII2000,h02,請問你的配偶目前是否有他(她)自己的收入(包括薪水，做生意收入，利息或房租收入，政府津貼或保險給付)?,h02f,h02,家庭決策及收支,,GPT
RII2000,h02a,通常他(她)是如何處理這些收入?,h02a,h02,家庭決策及收支,,GPT
RII2000,h03,請問您的家庭必需開銷主要是由誰來管呢?,h03f,h03,家庭決策及收支,,Y
RII2000,h04,除了家庭的必需開銷外，你們全家共用的錢通常是由誰來掌管呢?,h04f,h04,家庭決策及收支,,GPT
RII2000,h05z01,訪問結束時間:__月,h05z01f,h05,問卷資訊,,GPT
RII2000,h05z02,訪問結束時間:__日,h05z02f,h05,問卷資訊,Y,GPT
RII2000,h05z03,訪問結束時間:__時,h05z03f,h05,問卷資訊,Y,GPT
RII2000,h05z04,訪問結束時間:__分 ;,h05z04f,h05,問卷資訊,,GPT
RII2001,X01A,問卷類別,X01A,X01,問卷資訊,,GPT
RII2001,X01B,主樣本年齡層,X01B,X01,問卷資訊,,GPT
RII2001,X01C,訪問時段,X01C,X01,問卷資訊,,GPT
RII2001,X02Z01,月(訪問開始時間),X02Z01F,X02,問卷資訊,,Y
RII2001,X02Z02,日(訪問開始時間),X02Z02F,X02,問卷資訊,,Y
RII2001,X02Z03,時(訪問開始時間),X02Z03F,X02,問卷資訊,,Y
RII2001,X02Z04,分(訪問開始時間),X02Z04F,X02,問卷資訊,,Y
RII2001,X05,現居地區域碼,X05F,X05,問卷資訊,,Y
RII2001,X09,受訪者與戶長之關係,X09F,X09,問卷資訊,,Y
RII2001,A01,性別,A01F,A01,受訪者基本資料,,Y
RII2001,A03,請問您最高的教育程度是什麼?,A03F,A03,教育,,Y
RII2001,A04,請問您認為自己目前的健康狀況如何?,A04F,A04,健康狀況,,Y
RII2001,B01,請問您什時候開始上小學?民國__年,B01F,B01,教育：國小,,GPT
RII2001,B02A,請問您上小學以前，在家裡主要都是說哪一種語言?,B02A,B02,教育：國小,,Y
RII2001,B02B,您認為上小學以前您的國語大約是幾分?__分(0分代表完全不懂，10分代表很流利),B02B,B02,教育：國小,,GPT
RII2001,B03,請問您唸完小學以後，接著做什麼呢?,B03F,B03,教育：國小,,Y
RII2001,B04A,請問您什麼時候開始上初中/初職/國中?民國__年,B04A,B04,教育：國中,Y,GPT
RII2001,B04B,請問在這個階段，您主要是唸什麼樣的學校?,B04B,B04,教育：國中,Y,GPT
RII2001,B04C,請問您就讀的這間學校是公立還是私立?,B04C,B04,教育：國中,,GPT
RII2001,B04D,請問在這個階段，您有沒有拿到正式的文憑?,B04D,B04,教育：國中,Y,GPT
RII2001,B04E,請問您是什麼時候畢業或肄業的?民國__年,B04E,B04,教育：國中,Y,GPT
RII2001,B04F,請問您在這個教育階段後，緊接下來做什麼呢?,B04F,B04,教育：國中,Y,GPT
RII2001,B05A,請問您什麼時候開始上高中/高職/五專?民國__年,B05A,B05,教育：高中,Y,GPT
RII2001,B05B,請問在這個階段，您主要是唸什麼樣的學校?,B05B,B05,教育：高中,Y,GPT
RII2001,B05C,請問您就讀的學校是公立還是私立?,B05C,B05,教育：高中,Y,GPT
RII2001,B05D,請問在這個階段，您有沒有拿到正式的文憑?,B05D,B05,教育：高中,Y,GPT
RII2001,B05E,請問您是什麼時候畢業或肄業的?民國__年,B05E,B05,教育：高中,Y,GPT
RII2001,B05F,請問您在這個教育階段後，緊接下來做什麼呢?,B05F,B05,教育：高中,Y,GPT
RII2001,B06A,請問您什麼時候開始上二專/三專/技術學院/大學?民國__年,B06A,B06,教育：大專,,GPT
RII2001,B06B,請問在這個階段，您主要是唸什麼樣的學校?,B06B,B06,教育：大專,Y,GPT
RII2001,B06C,請問您就讀的學校是公立還是私立?,B06C,B06,教育：大專,Y,GPT
RII2001,B06D,請問在這個階段，您有沒有拿到正式的文憑?,B06D,B06,教育：大專,Y,GPT
RII2001,B06E,請問您是什麼時候畢業或肄業的?民國__年,B06E,B06,教育：大專,Y,GPT
RII2001,B07A,請問您什麼時候開始上研究所(碩士/博士)?民國__年,B07A,B07,教育：研究所,,GPT
RII2001,B07B,請問在研究所階段，您有沒有拿到正式的文憑?,B07B,B07,教育：研究所,,GPT
RII2001,B07C,請問您是什麼時候畢業或肄業的?民國__年,B07C,B07,教育：研究所,Y,GPT
RII2001,B08A,請問您有沒有在軍中服役過?,B08A,B08,兵役,,GPT
RII2001,B08B01,民國__年入伍,B08B01F,B08,兵役,Y,GPT
RII2001,B08B02,民國__年退伍,B08B02F,B08,兵役,Y,GPT
RII2001,B09,請問您什麼時候開始第一次正式就業?民國__年,B09F,B09,工作,,Y
RII2001,B10,請問您什麼時候結婚(指第一次婚姻)?民國__年,B10F,B10,婚姻狀況,,Y
RII2001,B11,請問您什麼時候有第一個小孩?民國__年,B11F,B11,子女,,Y
RII2001,B12A,請問您什麼時候第一次買自己的房子?民國__年,B12A,B12,家庭決策及收支,,NOT FOUND
RII2001,B12B01,資金來源一,B12B01F,B12,家庭決策及收支,,NOT FOUND
RII2001,B12B02,資金來源二,B12B02F,B12,家庭決策及收支,,NOT FOUND
RII2001,B13A,請問到目前為止，您有沒有參加過任何職業訓練課程?,B13A,B13,工作：訓練及證照,,Y
RII2001,B13B,請問您有沒有高(普)考或特考合格証書?,B13B,B13,工作：訓練及證照,,Y
RII2001,B13C,請問您有沒有經由考試或通過正式檢定，而取得任何職業或技術執照?,B13C,B13,工作：訓練及證照,,Y
RII2001,B14A,請問您曾經自己創業(當老闆)過嗎?,B14A,B14,工作,,GPT
RII2001,B14B,如果有，那是什麼時候的事(指第一次創業)?民國__年,B14B,B14,工作,,GPT
RII2001,B14C,當時是做哪一種事業?,B14C,B14,工作,,GPT
RII2001,B14D,當時的創業資金主要來自何處?,B14D,B14,工作,,GPT
RII2001,B14E,當時一共有幾名員工?__名,B14E,B14,工作,,GPT
RII2001,B14F,這個事業目前還在進行嗎?,B14F,B14,工作,,GPT
RII2001,B14G,目前一共有幾名員工?__名,B14G,B14,工作,,GPT
RII2001,B14H,如果該事業已經結束的話，請問那是什麼時候的事?民國__年,B14H,B14,工作,,GPT
RII2001,C01A,請問從我們去年一月訪問到這次訪問的期間，您的工作情況有改變嗎?,C01A,C01,工作,Y,GPT
RII2001,C01B,如果您繼續從事去年的工作，請問您的職位或工作內容有改變嗎?,C01B,C01,工作,,GPT
RII2001,C02,請問您換工作是因為,C02F,C02,工作,,NOT FOUND
RII2001,C03A01,您目前這份工作的行業,C03A01F,C03,工作,Y,GPT
RII2001,C03A02,您目前這份工作的職業,C03A02F,C03,工作,Y,GPT
RII2001,C03B,請問您是在為誰工作?,C03B,C03,工作,,GPT
RII2001,C04,您這份工作的公司約有多少位員工?,C04F,C04,工作,,Y
RII2001,C05,您的這份工作是以何種方式找到的?,C05F,C05,工作,,Y
RII2001,C06Z01,您這份工作的地點是在那裡?,C06Z01F,C06,工作,,NOT FOUND
RII2001,C06Z02,若為台灣，位於__鄉鎮市區,C06Z02F,C06,工作,,NOT FOUND
RII2001,C07A01,您這份工作是按小時，按月等方式定期領薪水,C07A01F,C07,工作,,GPT
RII2001,C07A02,每月平均約__元,C07A02F,C07,工作,Y,GPT
RII2001,C07A03,您這份工作是按業績獎金，分紅等不固定的收入,C07A03F,C07,工作,,GPT
RII2001,C07A04,每月平均約__元,C07A04F,C07,工作,Y,GPT
RII2001,C07A05,您這份工作是按其他來源,C07A05F,C07,工作,,GPT
RII2001,C07A06,每月平均約__元,C07A06F,C07,工作,Y,GPT
RII2001,C07B,您這份工作平均每個月的總收入大約有多少?__元,C07B,C07,工作,Y,GPT
RII2001,C08,在正常的情形下，您這份工作平均每週大約工作幾個小時?__小時,C08F,C08,工作,Y,GPT
RII2001,C09Z01,您這份工作大約做了多久?,C09Z01F,C09,工作,,GPT
RII2001,C09Z02,約做__年,C09Z02F,C09,工作,,GPT
RII2001,C09Z03,又__個月,C09Z03F,C09,工作,,GPT
RII2001,C10,您覺得您目前的工作在未來的一年之內穩定嗎?,C10F,C10,工作,,Y
RII2001,C11,平常您每天上下班總共需要多少交通時間?約__分鐘,C11F,C11,工作,,Y
RII2001,C12,您在做這份工作時，是否會用到電腦?,C12F,C12,工作,,Y
RII2001,C13Z01,您現在工作的機構有沒有提供除健保外之醫療，意外或人壽保險?,C13Z01F,C13,工作,,GPT
RII2001,C13Z02,您現在工作的機構有沒有提供低利貸款或優惠存款?,C13Z02F,C13,工作,,GPT
RII2001,C13Z03,您現在工作的機構有沒有提供宿舍或房屋津貼?,C13Z03F,C13,工作,,GPT
RII2001,C13Z04,您現在工作的機構有沒有提供退休金?,C13Z04F,C13,工作,,GPT
RII2001,C13Z05,您現在工作的機構有沒有提供小孩的學雜費補助?,C13Z05F,C13,工作,,GPT
RII2001,C13Z06,您現在工作的機構有沒有提供在職訓練課程或進修?,C13Z06F,C13,工作,,GPT
RII2001,C14Z01,在您現在工作的場所，會不會與同樣職位的男性員工比較起來，女性員工的薪水較少?,C14Z01F,C14,工作,,GPT
RII2001,C14Z02,在您現在工作的場所，會不會有女性員工在昇遷時較為困難?,C14Z02F,C14,工作,,GPT
RII2001,C14Z03,在您現在工作的場所，會不會有女性員工可能因為懷孕或結婚而被解僱，調職或影響升遷,C14Z03F,C14,工作,,GPT
RII2001,C15Z01,您現在所做的工作，是否容易得到慢性疾病?,C15Z01F,C15,工作,,GPT
RII2001,C15Z02,您現在所做的工作，是否具有危險性或容易受傷?,C15Z02F,C15,工作,,GPT
RII2001,C15Z03,您現在所做的工作，是否工作壓力太大?,C15Z03F,C15,工作,,GPT
RII2001,C16Z01,請問您過去這一個月之內有沒有在找工作?,C16Z01F,C16,工作,,GPT
RII2001,C16Z02,若有找工作，到目前為止已找了__週,C16Z02F,C16,工作,,GPT
RII2001,C17,您希望找的是什麼樣的工作?,C17F,C17,工作,,Y
RII2001,C18Z01,您用家人介紹的方法找尋工作,C18Z01F,C18,工作,,GPT
RII2001,C18Z02,您用親戚介紹的方法找尋工作,C18Z02F,C18,工作,,GPT
RII2001,C18Z03,您用同鄉介紹的方法找尋工作,C18Z03F,C18,工作,,GPT
RII2001,C18Z04,您用朋友介紹的方法找尋工作,C18Z04F,C18,工作,,GPT
RII2001,C18Z05,您用老師介紹的方法找尋工作,C18Z05F,C18,工作,,GPT
RII2001,C18Z06,您向公私立就業服務機構求職的方法找尋工作,C18Z06F,C18,工作,,GPT
RII2001,C18Z07,您看徵才啟事的方法找尋工作,C18Z07F,C18,工作,,GPT
RII2001,C18Z08,您自己去找的方法找尋工作,C18Z08F,C18,工作,,GPT
RII2001,C18Z09,您用其他的方法找尋工作,C18Z09F,C18,工作,,GPT
RII2001,C19,請問您目前沒有工作的原因是什麼?,C19F,C19,工作,,GPT
RII2001,C20,請問從我們去年一月訪問您以後，您個人的婚姻狀況有沒有改變?,C20F,C20,婚姻狀況,,Y
RII2001,C21A,若您個人的婚姻狀況沒有改變，請問為何種情況?,C21A,C21,婚姻狀況,,NOT FOUND
