YEAR,NUMBER,QUESTION,ANSWER,pset,LABEL,dup_same_year,paired
RII2001,C07B,您這份工作平均每個月的總收入大約有多少?__元,C07B,C07,工作,Y,
RII2001,C08,在正常的情形下，您這份工作平均每週大約工作幾個小時?__小時,C08F,C08,工作,Y,
RII2001,C09Z02,約做__年,C09Z02F,C09,工作,,
RII2001,C09Z03,又__個月,C09Z03F,C09,工作,,
RII2001,C13Z01,您現在工作的機構有沒有提供除健保外之醫療，意外或人壽保險?,C13Z01F,C13,工作,,
RII2001,C13Z02,您現在工作的機構有沒有提供低利貸款或優惠存款?,C13Z02F,C13,工作,,
RII2001,C13Z03,您現在工作的機構有沒有提供宿舍或房屋津貼?,C13Z03F,C13,工作,,
RII2001,C13Z04,您現在工作的機構有沒有提供退休金?,C13Z04F,C13,工作,,
RII2001,C13Z05,您現在工作的機構有沒有提供小孩的學雜費補助?,C13Z05F,C13,工作,,
RII2001,C13Z06,您現在工作的機構有沒有提供在職訓練課程或進修?,C13Z06F,C13,工作,,
RII2001,C14Z01,在您現在工作的場所，會不會與同樣職位的男性員工比較起來，女性員工的薪水較少?,C14Z01F,C14,工作,,
RII2001,C14Z02,在您現在工作的場所，會不會有女性員工在昇遷時較為困難?,C14Z02F,C14,工作,,
RII2001,C14Z03,在您現在工作的場所，會不會有女性員工可能因為懷孕或結婚而被解僱，調職或影響升遷,C14Z03F,C14,工作,,
RII2001,C15Z01,您現在所做的工作，是否容易得到慢性疾病?,C15Z01F,C15,工作,,
RII2001,C18Z01,您用家人介紹的方法找尋工作,C18Z01F,C18,工作,,
RII2001,C18Z02,您用親戚介紹的方法找尋工作,C18Z02F,C18,工作,,
RII2001,C18Z03,您用同鄉介紹的方法找尋工作,C18Z03F,C18,工作,,
RII2001,C18Z04,您用朋友介紹的方法找尋工作,C18Z04F,C18,工作,,
RII2001,C18Z05,您用老師介紹的方法找尋工作,C18Z05F,C18,工作,,
RII2001,C18Z06,您向公私立就業服務機構求職的方法找尋工作,C18Z06F,C18,工作,,
RII2001,C18Z07,您看徵才啟事的方法找尋工作,C18Z07F,C18,工作,,
RII2001,C18Z08,您自己去找的方法找尋工作,C18Z08F,C18,工作,,
RII2001,C18Z09,您用其他的方法找尋工作,C18Z09F,C18,工作,,
RII2001,C21A,若您個人的婚姻狀況沒有改變，請問為何種情況?,C21A,C21,婚姻狀況,,
RII2001,C21B,若您個人的婚姻狀況有改變，請問為何種情況?,C21B,C21,婚姻狀況,,
RII2001,C26A,請問從我們去年一月訪問到這次訪問的期間，您(先生/太太)的工作情況有改變嗎?,C26A,C26,配偶：工作,Y,
RII2001,C26B,如果您(先生/太太)繼續從事去年的工作，請問您(先生/太太)的職位或工作內容有改變嗎?,C26B,C26,配偶：工作,,
RII2001,C27,請問您(先生/太太)換工作是因為,C27F,C27,配偶：工作,,
RII2001,C28A01,您(先生/太太)目前這份工作的行業,C28A01F,C28,配偶：工作,Y,
RII2001,C28A02,您(先生/太太)目前這份工作的職業,C28A02F,C28,配偶：工作,Y,
RII2001,C30,您(先生/太太)這份工作平均每個月的總收入大約有多少?__元,C30F,C30,配偶：工作,Y,
RII2001,C31,在正常的情形下，您(先生/太太)這份工作平均每週大約工作幾個小時?__小時,C31F,C31,配偶：工作,Y,
RII2001,D04Z01,您目前與受訪者配偶__人同住,D04Z01F,D04,同住人口,,
RII2001,D04Z02,您目前與已婚兒子__人同住,D04Z02F,D04,同住人口,Y,
RII2001,D04Z03,您目前與已婚女兒__人同住,D04Z03F,D04,同住人口,Y,
RII2001,D04Z04,您目前與未婚兒子__人同住,D04Z04F,D04,同住人口,Y,
RII2001,D04Z05,您目前與未婚女兒__人同住,D04Z05F,D04,同住人口,Y,
RII2001,D04Z06,您目前與孫子女__人同住,D04Z06F,D04,同住人口,,
RII2001,D04Z07,您目前與子女配偶__人同住,D04Z07F,D04,同住人口,,
RII2001,D04Z08,您目前與父母__人同住,D04Z08F,D04,同住人口,Y,
RII2001,D04Z09,您目前與配偶父母__人同住,D04Z09F,D04,同住人口,Y,
RII2001,D04Z10,您目前與其他親屬__人同住,D04Z10F,D04,同住人口,Y,
RII2001,D04Z11,您目前與非親屬__人同住,D04Z11F,D04,同住人口,Y,
RII2001,D07D01,房間數:__房,D07D01F,D07,搬遷,Y,
RII2001,D07D02,房間數:__廳,D07D02F,D07,搬遷,Y,
RII2001,D07F,居住約幾年?__年,D07F,D07,搬遷,,
RII2001,D11BC1,子女1:去年到現在有否搬家,D11BC1F,D11,子女,,
RII2001,D11CC1,子女1:住處與您的距離多遠?,D11CC1F,D11,子女,Y,
RII2001,D11D01C1,子女1:你們之間去年的聯絡狀況每月打電話次數?不同住者,D11D01CA,D11,子女,Y,
RII2001,D11D02C1,子女1:你們之間去年的聯絡狀況每年見面次數?不同住者,D11D02CA,D11,子女,Y,
RII2001,D11BC2,子女2:去年到現在有否搬家,D11BC2F,D11,子女,,
RII2001,D11CC2,子女2:住處與您的距離多遠?,D11CC2F,D11,子女,Y,
RII2001,D11D01C2,子女2:你們之間去年的聯絡狀況每月打電話次數?不同住者,D11D01CB,D11,子女,Y,
RII2001,D11D02C2,子女2:你們之間去年的聯絡狀況每年見面次數?不同住者,D11D02CB,D11,子女,Y,
RII2001,D11BC3,子女3:去年到現在有否搬家,D11BC3F,D11,子女,,
RII2001,D11CC3,子女3:住處與您的距離多遠?,D11CC3F,D11,子女,Y,
RII2001,D11D01C3,子女3:你們之間去年的聯絡狀況每月打電話次數?不同住者,D11D01CC,D11,子女,Y,
RII2001,D11D02C3,子女3:你們之間去年的聯絡狀況每年見面次數?不同住者,D11D02CC,D11,子女,Y,
RII2001,D11BC4,子女4:去年到現在有否搬家,D11BC4F,D11,子女,,
RII2001,D11CC4,子女4:住處與您的距離多遠?,D11CC4F,D11,子女,Y,
RII2001,D11D01C4,子女4:你們之間去年的聯絡狀況每月打電話次數?不同住者,D11D01CD,D11,子女,Y,
RII2001,D11D02C4,子女4:你們之間去年的聯絡狀況每年見面次數?不同住者,D11D02CD,D11,子女,Y,
RII2001,D11BP1,父母:去年到現在有否搬家,D11BP1F,D11,子女,,
RII2001,D11CP1,父母:住處與您的距離多遠?,D11CP1F,D11,子女,,
RII2001,D11D01P1,父母:你們之間去年的聯絡狀況每月打電話次數?不同住者,D11D01PA,D11,子女,Y,
RII2001,D11D02P1,父母:你們之間去年的聯絡狀況每年見面次數?不同住者,D11D02PA,D11,子女,Y,
RII2001,D11BP2,配偶父母:去年到現在有否搬家,D11BP2F,D11,子女,,
RII2001,D11CP2,配偶父母:住處與您的距離多遠?,D11CP2F,D11,子女,,
RII2001,D11D01P2,配偶父母:你們之間去年的聯絡狀況每月打電話次數?不同住者,D11D01PB,D11,子女,Y,
RII2001,D11D02P2,配偶父母:你們之間去年的聯絡狀況每年見面次數?不同住者,D11D02PB,D11,子女,Y,
RII2001,D12A01,請問過去一年來，您有沒有接受您的父母在一般生活費上的資助?,D12A01F,D12,家庭決策及收支,Y,
RII2001,D12A02,若有，平均每個月大約__元,D12A02F,D12,家庭決策及收支,Y,
RII2001,D12B01,請問過去一年來，您有沒有給您父母零用金，生活費或節慶紅包?,D12B01F,D12,家庭決策及收支,Y,
RII2001,D12B02,若有，平均每個月大約__元,D12B02F,D12,家庭決策及收支,Y,
RII2001,D13A01,請問過去一年來，您有沒有接受您配偶父母在一般生活費上的資助?,D13A01F,D13,家庭決策及收支,Y,
RII2001,D13A02,若有，平均每個月大約__元,D13A02F,D13,家庭決策及收支,Y,
RII2001,D13B01,請問過去一年來，您有沒有給您配偶父母零用金，生活費或節慶紅包?,D13B01F,D13,家庭決策及收支,Y,
RII2001,D13B02,若有，平均每個月大約__元,D13B02F,D13,家庭決策及收支,Y,
RII2001,E02D,在過去一年裡，您家中飲食支出__元,E02D,E02,家庭決策及收支,,
RII2001,E02E,在過去一年裡，您家中娛樂消遣__元,E02E,E02,家庭決策及收支,,
RII2001,E03B,請問您過去一年裡，家俱與家庭耐久設備__元,E03B,E03,家庭決策及收支,,
RII2001,E03C,請問您過去一年裡，衣著費用__元,E03C,E03,家庭決策及收支,,
RII2001,G05A01,和您的配偶發生意見不合時，通常您會不說話,G05A01F,G05,婚姻狀況,Y,
RII2001,G05A02,和您的配偶發生意見不合時，通常您會批評對方,G05A02F,G05,婚姻狀況,Y,
RII2001,G05A03,和您的配偶發生意見不合時，通常您會發脾氣,G05A03F,G05,婚姻狀況,Y,
RII2001,G05A04,和您的配偶發生意見不合時，通常您會有肢體動作,G05A04F,G05,婚姻狀況,Y,
RII2001,G05A05,和您的配偶發生意見不合時，通常您會其他,G05A05F,G05,婚姻狀況,Y,
RII2001,G05B01,您和您的配偶發生意見不合時，通常您的配偶會不說話,G05B01F,G05,婚姻狀況,Y,
RII2001,G05B02,您和您的配偶發生意見不合時，通常您的配偶會批評對方,G05B02F,G05,婚姻狀況,Y,
RII2001,G05B03,您和您的配偶發生意見不合時，通常您的配偶會發脾氣,G05B03F,G05,婚姻狀況,Y,
RII2001,G05B04,您和您的配偶發生意見不合時，通常您的配偶會有肢體動作,G05B04F,G05,婚姻狀況,Y,
RII2001,G05B05,您和您的配偶發生意見不合時，通常您的配偶會其他,G05B05F,G05,婚姻狀況,Y,
RII2001,G06Z02,您和您的配偶發生意見不合後，通常彼此不說話,G06Z02F,G06,婚姻狀況,Y,
RII2001,G06Z05,您和您的配偶發生意見不合後，通常由第三者撮和,G06Z05F,G06,婚姻狀況,,
RII2001,G06Z06,您和您的配偶發生意見不合後，通常怎麼解決其他,G06Z06F,G06,婚姻狀況,,
RII2001,H05Z01,月(訪問結束時間),H05Z01F,H05,問卷資訊,,
RII2001,H05Z02,日(訪問結束時間),H05Z02F,H05,問卷資訊,,
RII2001,H05Z03,時(訪問結束時間),H05Z03F,H05,問卷資訊,,
RIII&RIV2002,X02Z01,訪問開始時間:月,X02Z01F,X02,問卷資訊,,
RIII&RIV2002,X02Z02,訪問開始時間:日,LABB,X02,問卷資訊,,
RIII&RIV2002,X02Z03,訪問開始時間:時,LABB,X02,問卷資訊,,
RIII&RIV2002,X02Z04,訪問開始時間:分,LABB,X02,問卷資訊,,
RIII&RIV2002,X05,現居地址(郵遞區號),X05F,X05,問卷資訊,,
RIII&RIV2002,A03A,請問從我們去年一月訪問到這次訪問的期間，您的工作情況有改變嗎?,A03A,A03,工作,Y,
RIII&RIV2002,A03B01,如果您繼續從事去年的工作，請問您的職位有改變嗎?,A03B01F,A03,工作,Y,
RIII&RIV2002,A03B02,如果您繼續從事去年的工作，請問您的工作地點有改變嗎?,A03B02F,A03,工作,Y,
RIII&RIV2002,A03B03,如果您繼續從事去年的工作，請問您的工作內容有改變嗎?,A03B03F,A03,工作,Y,
RIII&RIV2002,A03B04,如果您繼續從事去年的工作，請問您的職位，工作地點或工作內容沒有改變,A03B04F,A03,工作,,
RIII&RIV2002,A04A,請問您是否自願離開原來的工作單位?,A04A,A04,工作,Y,
RIII&RIV2002,A04B,請問您自願離開原來工作單位的原因是什麼?,A04B,A04,工作,Y,
RIII&RIV2002,A04C,請問您非自願離開原來工作單位的原因是什麼?,A04C,A04,工作,Y,
RIII&RIV2002,A05A01,您這份工作的行業,A05A01F,A05,工作,Y,
RIII&RIV2002,A05A02,您這份工作的職業,A05A02F,A05,工作,Y,
RIII&RIV2002,A05C,您這份工作的公司約有多少位員工?,A05C,A05,工作,Y,
RIII&RIV2002,A06A02,工作地點的地區代碼,A06A02F,A06,工作,,
RIII&RIV2002,A06B,平常您每天上下班總共需要多少交通時間?約__分鐘,A06B,A06,工作,Y,
RIII&RIV2002,A08A04,業績獎金，分紅等不固定的收入，每月平均約__元,A08A04F,A08,工作,,
RIII&RIV2002,A08A05,您這份工作收入是按其他來源支領收入,A08A05F,A08,工作,,
RIII&RIV2002,A08A06,其他來源，每月平均約__元,A08A06F,A08,工作,,
RIII&RIV2002,A08B,您這份工作平均每個月的總收入大約有多少?__元,A08B,A08,工作,Y,
RIII&RIV2002,A09,在正常的情形下，您這份工作平均每週大約工作幾個小時?__小時,A09F,A09,工作,Y,
RIII&RIV2002,A10,除了上面所談到的這份工作之外，您目前還有其他的兼差嗎?,A10F,A10,工作,,
RIII&RIV2002,A11A01,您這份兼差的行業,A11A01F,A11,工作,Y,
RIII&RIV2002,A11A02,您這份兼差的職業,A11A02F,A11,工作,Y,
RIII&RIV2002,A11D,在正常的情形下，您這份兼差平均每週大約工作幾個小時?__小時,A11D,A11,工作,Y,
RIII&RIV2002,A13A01,請問您過去這一個月之內有沒有在找工作?,A13A01F,A13,工作,Y,
RIII&RIV2002,A13A02,請問您過去這一個月之內有沒有在找工作?若有，到目前為止已找了__月,A13A02F,A13,工作,Y,
RIII&RIV2002,A13A03,請問您過去這一個月之內有沒有在找工作?若有，到目前為止已找了__週,A13A03F,A13,工作,Y,
RIII&RIV2002,A19A,請問從我們去年一月訪問到這次訪問的期間，您(先生/太太)的工作情況有改變嗎?,A19A,A19,配偶：工作,Y,
RIII&RIV2002,A19B01,如果您(先生/太太)繼續從事去年的工作，請問您(先生/太太)的職位有改變嗎?,A19B01F,A19,配偶：工作,Y,
RIII&RIV2002,A19B02,如果您(先生/太太)繼續從事去年的工作，請問您(先生/太太)的工作地點有改變嗎?,A19B02F,A19,配偶：工作,Y,
RIII&RIV2002,A19B03,如果您(先生/太太)繼續從事去年的工作，請問您(先生/太太)的工作內容有改變嗎?,A19B03F,A19,配偶：工作,Y,
RIII&RIV2002,A19B04,如果您(先生/太太)繼續從事去年的工作，請問您(先生/太太)的職位或工作內容沒有改變,A19B04F,A19,配偶：工作,,
RIII&RIV2002,A20A,請問您(先生/太太)是否自願離開原來的工作單位?,A20A,A20,配偶：工作,Y,
RIII&RIV2002,A20B,請問您(先生/太太)自願離開原來工作單位的原因是什麼?,A20B,A20,配偶：工作,Y,
RIII&RIV2002,A20C,請問您(先生/太太)非自願離開原來工作單位的原因是什麼?,A20C,A20,配偶：工作,Y,
RIII&RIV2002,A21A01,您(先生/太太)這份工作的行業,A21A01F,A21,配偶：工作,Y,
RIII&RIV2002,A21A02,您(先生/太太)這份工作的職業,A21A02F,A21,配偶：工作,Y,
RIII&RIV2002,A21C,您(先生/太太)這份工作的公司約有多少位員工?,A21C,A21,配偶：工作,Y,
RIII&RIV2002,A22A01,您(先生/太太)這份工作的地點是在那裡?,A22A01F,A22,配偶：工作,,
RIII&RIV2002,A22A02,您(先生/太太)工作地點的地區代碼,A22A02F,A22,配偶：工作,,
RIII&RIV2002,A22B,平常您(先生/太太)每天上下班總共需要多少交通時間?約__分鐘,A22B,A22,配偶：工作,Y,
RIII&RIV2002,A24,您(先生/太太)這份工作平均每個月的總收入大約有多少?__元,A24F,A24,配偶：工作,Y,
RIII&RIV2002,A25,在正常的情形下，您(先生/太太)這份工作平均每週大約工作__小時,A25F,A25,配偶：工作,,
RIII&RIV2002,A27A01,請問您(先生/太太)過去這一個月之內有沒有在找工作?,A27A01F,A27,配偶：工作,Y,
RIII&RIV2002,A27A02,請問您(先生/太太)過去這一個月之內有沒有在找工作?若有，到目前為止已找了__月,A27A02F,A27,配偶：工作,Y,
RIII&RIV2002,A27A03,請問您(先生/太太)過去這一個月之內有沒有在找工作?若有，到目前為止已找了__週,A27A03F,A27,配偶：工作,Y,
RIII&RIV2002,A27B,您(先生/太太)最主要用什麼方法找尋工作?,A27B,A27,配偶：工作,,
RIII&RIV2002,B01A,我們想知道除了正式學校教育之外，您有沒有接受外語之訓練，進修或補習，並獲得結業證書，檢定證書，執照或專業證照,B01A,B01,工作：訓練及證照,,
RIII&RIV2002,B01B,請問您有沒有接受電腦課程之訓練，進修或補習，並獲得結業證書，檢定證書，執照或專業證照,B01B,B01,工作：訓練及證照,,
RIII&RIV2002,B02A01,第一個最主要的受訓經驗:受訓(或進修)內容是否和若不受訓(或進修)，則無法開始工作有關,B02A01F,B02,工作：訓練及證照,Y,
RIII&RIV2002,B02A02,第一個最主要的受訓經驗:受訓(或進修)內容是否和若不受訓(或進修)，則無法升等有關,B02A02F,B02,工作：訓練及證照,Y,
RIII&RIV2002,B02A03,第一個最主要的受訓經驗:受訓(或進修)內容是否和受訓(或進修)對升遷或加薪等工作事項有幫助有關,B02A03F,B02,工作：訓練及證照,Y,
